sourceSystem,sourceDirectory,sourceId,slug,name,typeLabel,excerpt,description,location,locationLabel,country,specialties,languages,formats,verified,listingStatus,reviewCount,rating,website,email,phone,organizationName,rawRole,rawOrganization,sourceLocation,city,stateProvince,postcode,sourceUrl,scrapedAt
apda-community,APDA Community,www.apdaparkinson.org/community/pennsylvania/pennsylvania-support-groups/,pennsylvania-pennsylvania-support-groups-support-groups,Pennsylvania Support Groups,Support Group,"The American Parkinson Disease Association (APDA) is offering a FREE support group for those diagnosed with Parkinson’s disease (PD) and their care partners. Tuesdays, twice a month3 to 4 PMVirtual via Zoom Discussion topics include: • Emotional and mental well being• Coping strategies for managing symptoms• Care partner support and resources• How PD affects daily life• Personal experiences, success stories, and• challenges• PD resources• And more Registration is required.To register, email DanaRummery, LPC, ATR-BC at drummery@csarttx.com or call 215-709-7174.","Pennsylvania Support Groups The American Parkinson Disease Association (APDA) is offering a FREE support group for those diagnosed with Parkinson’s disease (PD) and their care partners. Tuesdays, twice a month3 to 4 PMVirtual via Zoom Discussion topics include: • Emotional and mental well being• Coping strategies for managing symptoms• Care partner support and resources• How PD affects daily life• Personal experiences, success stories, and• challenges• PD resources• And more Registration is required.To register, email DanaRummery, LPC, ATR-BC at drummery@csarttx.com or call 215-709-7174.","Pennsylvania, United States","Pennsylvania, United States",United States,Pennsylvania Support Groups | Support Group | Parkinson's Care,,virtual,true,official_directory_import,0,0,https://www.apdaparkinson.org/community/pennsylvania/pennsylvania-support-groups/,,,APDA Pennsylvania,support-groups,American Parkinson Disease Association,"Pennsylvania, United States",,Pennsylvania,,https://www.apdaparkinson.org/community/pennsylvania/pennsylvania-support-groups/,2026-03-28T05:36:55.043Z
apda-community,APDA Community,www.apdaparkinson.org/community/pennsylvania/upcoming-events-4/,pennsylvania-upcoming-pennsylvania-events-events,Upcoming Pennsylvania Events,Exercise Program,Imported from APDA Pennsylvania community resources.,"Upcoming Pennsylvania Events Connecting theough Art Monday, April 7, 202510:30 AM – 12 PM A FREE creative arts program designed specifically for people with Parkinson’s disease (PD) and their care partners. Program instructor, multi-media artist Valerie Ewing, will guide participants through a sand art exercise. No previous art experience is required. All art supplies will be provided.","Pennsylvania, United States","Pennsylvania, United States",United States,Upcoming Pennsylvania Events | Connecting theough Art | Exercise | Wellness | Parkinson's Care,,in-person,true,official_directory_import,0,0,https://www.apdaparkinson.org/community/pennsylvania/upcoming-events-4/,,,APDA Pennsylvania,events,American Parkinson Disease Association,"Pennsylvania, United States",,Pennsylvania,,https://www.apdaparkinson.org/community/pennsylvania/upcoming-events-4/,2026-03-28T05:36:55.043Z
apda-community,APDA Community,www.apdaparkinson.org/community/rhode-island/resources-support-ri/,rhode-island-local-rhode-island-resources-and-parkinson-s-support-groups-support-groups,Local Rhode Island Resources and Parkinson’s Support Groups,Support Group,Activities & Exercise Classes Publications and Information Local Support Groups,"Local Rhode Island Resources and Parkinson’s Support Groups Activities & Exercise Classes Publications and Information Local Support Groups Financial Hardship Fund The APDA Rhode Island Chapter has a limited amount of funds available to assist people with Parkinson’s disease (PWP) who are experiencing financial hardship. This fund is intended to help improve PWP’s quality of life. To be considered for an award, the applicant must have a diagnosis of PD/Parkinsonism; be experiencing financial difficulties; understand that this award is not intended as an ongoing support fund; complete a post-experience survey; reside in the community, not in a rehabilitation center, long-term care, or skilled nursing facility; and understand that the payment may take at least 30 days to process after the application is approved. (A detailed list of the eligibility guidelines is on the application.) Awards are made on a first-come basis and are subject to the approval of an application and the availability of funds. The fund is subject to change or discontinuation with limited notice. If you have any questions or need assistance exploring additional community resources, APDA RI Chapter at 401-439-8435 or apdari@apdaparkinson.org for more information. Community Grants APDA RI Chapter also provides funding to support health and wellness initiatives across the state. We fund community programs that are making a difference in the lives of those living with Parkinson’s Disease. Our program’s goal is to increase the access to and affordability of Wellness programs, Support Groups and Educational initiatives for people with Parkinson’s Disease within Rhode Island. These programs may be created by either organizations or individuals. To obtain a copy of the community grant application, please email apdari@apdaparkinson.org Community Grant applications are accepted two times per year and funds are not retroactive, so please plan accordingly. Grant applications for this year will be due: January 1, 2026July 1, 2026 SMART PATIENTS A Parkinson’s Disease Community In partnership with the American Parkinson Disease Association","Rhode Island, United States","Rhode Island, United States",United States,Local Rhode Island Resources and Parkinson’s Support Groups | Financial Hardship Fund | Community Grants | SMART PATIENTS | Support Group | Parkinson's Care,,in-person,true,official_directory_import,0,0,https://www.apdaparkinson.org/community/rhode-island/resources-support-ri/,apdari@apdaparkinson.org,,APDA Rhode Island,support-groups,American Parkinson Disease Association,"Rhode Island, United States",,Rhode Island,,https://www.apdaparkinson.org/community/rhode-island/resources-support-ri/,2026-03-28T05:36:55.043Z
apda-community,APDA Community,www.apdaparkinson.org/community/rhode-island/resources-support-ri/newly-diagnoses-programs/,rhode-island-newly-diagnosed-you-are-not-alone-resource-page,Newly Diagnosed? You are not alone!,Support Group,"If you’re new to Parkinson’s disease and are looking for resources, you are in the right place. APDA is a great place to get started with reliable and concise information. We offer a variety of resources and programs for individuals newly diagnosed with PD and family members and friends who want to learn more.","Newly Diagnosed? You are not alone! If you’re new to Parkinson’s disease and are looking for resources, you are in the right place. APDA is a great place to get started with reliable and concise information. We offer a variety of resources and programs for individuals newly diagnosed with PD and family members and friends who want to learn more. PD Essentials This program will give you an overview of Parkinson’s disease and provide you with information about community resources and support. Perfect for anyone new to Parkinson’s disease including family members and friends of those newly diagnosed. PRESS Program The PRESS Program (Parkinson’s Roadmap for Education and Support Services) was designed for those diagnosed with PD within the last 5 years. This 8 week program conducted in a support group format will help you feel empowered, in control, and optimistic. The PRESS (Parkinson’s Roadmap for Education and Support Services) program was designed to provide emotional support and a safe place to share coping strategies to live your best life with PD. Topics Covered: What’s Next After Diagnosis Medication Management of Parkinson’s The Importance of Exercise Dealing with Physical Symptoms of PD Impact of Parkinson’s on Daily Coping and Relationships Tips for Daily Living Caring for Others, Caring for Yourself Building Your Healthcare Team FURTHER INFORMATION & PROGRAM REQUIREMENTS: Must be able to commit to attending all eight weeks – these are not drop-in sessions. Care partners or family members are welcomed and encouraged to attend. Program is free of charge. Pre-registration required. Program is limited to 12 participants. “I think this is an excellent program for newly diagnosed PD people and their caregivers. Sometimes the information was not new to me as I’ve done a lot of reading, however at each class I gained a “nugget” (or more than one) to help me on my journey. Thanks so much!”","Rhode Island, United States","Rhode Island, United States",United States,Newly Diagnosed? You are not alone! | PD Essentials | PRESS Program | FURTHER INFORMATION & PROGRAM REQUIREMENTS: | Next Sessions | Support Group | Parkinson's Care,,in-person,true,official_directory_import,0,0,https://www.apdaparkinson.org/community/rhode-island/resources-support-ri/newly-diagnoses-programs/,laoliveira@butler.org,,APDA Rhode Island,resource-page,American Parkinson Disease Association,"Rhode Island, United States",,Rhode Island,,https://www.apdaparkinson.org/community/rhode-island/resources-support-ri/newly-diagnoses-programs/,2026-03-28T05:36:55.043Z
apda-community,APDA Community,www.apdaparkinson.org/community/rhode-island/resources-support-ri/publications-information/,rhode-island-local-parkinson-s-research-studies-02129,Local Parkinson’s Research Studies,Exercise Program,Imported from APDA Rhode Island community resources.,"Local Parkinson’s Research Studies Rhode Island Hospital & Brown University “What are your thoughts on marijuana as a treatment for Parkinson’s Disease? We are curious to hear what you think! Even if you have never used medical marijuana, your participation is very important (we have a few special questions for you too!). This survey, developed by researchers at Rhode Island Hospital and Brown University, will help us to understand a few things. First why some patients want to try medical marijuana for their Parkinson’s symptoms. Second, we want to find out more about the experience of the patients who used it in the past or are using it now. The survey is anonymous so do not be afraid to share your thoughts! It will take at most 5 minutes to complete it. Thank you in advance for participating. Together we are stronger!” Take the survey on Survey Monkey Spaulding Neuromodulation Center","Charlestown, MA, United States","Charlestown, MA, United States",United States,Local Parkinson’s Research Studies | Rhode Island Hospital & Brown University | “What are your thoughts on marijuana as a treatment for Parkinson’s Disease? | Spaulding Neuromodulation Center | Do you have Parkinson’s disease and balance problems?* | Overview | Tech Support for Parkinson’s Nutrition | Butler Hospital Study | SURE-PD 3 | Rhode Island Hospital Studies,,in-person,true,official_directory_import,0,0,https://www.apdaparkinson.org/community/rhode-island/resources-support-ri/publications-information/,lipidlab@etal.uri.edu,,APDA Rhode Island,resource-page,American Parkinson Disease Association,"Charlestown, MA, United States",Charlestown,MA,02129,https://www.apdaparkinson.org/community/rhode-island/resources-support-ri/publications-information/,2026-03-28T05:36:55.043Z
apda-community,APDA Community,www.apdaparkinson.org/community/rhode-island/resources-support-ri/support-groups/,rhode-island-little-compton-wellness-center-support-groups,Little Compton Wellness Center,Referral Center,Imported from APDA Rhode Island community resources.,"APDA Rhode Island Parkinson’s Support Groups Providence, Spaulding Rehabilitation Butler Campus, 100 Butler Drive The Providence Young Onset Support Group will be held the first Wednesday evening of each month at 6:30pm. Its goal is to provide an opportunity for people living with Parkinson’s Disease to share personal experiences, feelings, and coping strategies, to provide educational opportunities related to the disease, and to empower participants to take steps toward living well with Parkinson’s disease.To register for this group, contact the facilitator Geena Goyette 401-886-4650 (ask for her specifically), or email Geena at: ggoyette@kentri.org. New Members are Welcome! Care Partners Support Group, virtually via Zoom This virtual support group is facilitated by Darlene Horan and Laurie Ann Oliveira on the 1st Thursday of each month at 10:00 AM via Zoom. Please contact Laurie Ann for more information: laoliveira@butler.org East Greenwich, Atria Harborhill, 159 Division Street First Thursday of Each Month, Initial Meeting is on Thursday, June 5, 2025, 1:00 pm We’re excited to welcome you to the East Greenwich/Harborhill Parkinson’s Support Group—a space created for individuals living with Parkinson’s and their care partners to connect, learn, and feel supported. This group is all about community, empowerment, and shared understanding. Whether you’ve been living with Parkinson’s for years or are newly diagnosed, this is a welcoming environment where you can: Share your journey and listen to others’ experiences Explore helpful strategies for everyday challenges Learn from guest experts in Parkinson’s care and movement disorders Gain practical tools and education to support living well with Parkinson’s Your co-facilitators, Alexandra Giordano, DPT, and Emily Balasco, DPT, are experienced physical therapists from Spaulding Rehabilitation Center. Both are certified in LSVT therapy techniques and are passionate about creating a safe, encouraging space for meaningful conversation and support. Each month, we’ll cover topics that matter to you—guided by your interests and needs. Whether you come once or every month, you are always welcome. There’s no cost to attend, and free parking is available. Come as you are. Bring a care partner or just yourself. Let’s navigate this journey—together. For more information, please contact:Alexandra Giordano, DPT – AGiordano@KentRI.orgEmily Balasco, DPT – EmBalasco@KentRI.orgOr Judith Hambleton, Engage Life Director – Judith.Hambleton@atriaseniorliving.com | (401) 884-2704","Rhode Island, United States","Rhode Island, United States",United States,"APDA Rhode Island Parkinson’s Support Groups | Providence, Spaulding Rehabilitation Butler Campus, 100 Butler Drive | Care Partners Support Group, virtually via Zoom | East Greenwich, Atria Harborhill, 159 Division Street | East Providence, Evergreen House Health Center | Cranston, Scandinavian Communities | Lincoln, Lincoln Senior Center | Virtual Caregiver Support, HopeHealth | South County Support Group (On Hiatus – More info coming soon) – Narragansett Senior Center | The Spaulding Outpatient Center at Kent Hospital",,virtual,true,official_directory_import,0,0,https://www.apdaparkinson.org/community/rhode-island/resources-support-ri/support-groups/,kristin_pires@lcca.com,,APDA Rhode Island,support-groups,American Parkinson Disease Association,"Rhode Island, United States",,Rhode Island,,https://www.apdaparkinson.org/community/rhode-island/resources-support-ri/support-groups/,2026-03-28T05:36:55.043Z
apda-community,APDA Community,www.apdaparkinson.org/community/rhode-island/resources-support-ri/community-activity-exercise-groups/,rhode-island-community-activity-and-exercise-classes-in-rhode-island-and-southern-ma-02840,Community Activity & Exercise Classes in Rhode Island and Southern MA,Referral Center,Imported from APDA Rhode Island community resources.,"Community Activity & Exercise Classes in Rhode Island and Southern MA Boxing Programs East Greenwich- Rock Steady Boxing, East Greenwich, 2240 South County Trail, East Greenwich, RI. Certified RSB trainer Carolyn Kosiba-Quiterio. For more information please call Carolyn at 401-203-5133 Pawtucket, RI – P.D. Fight Club LLC, 545 Pawtucket Ave. Pawtucket RI 02860 Mary Del Pino & Kendra Nadeau – For more information contact: call (508)-254-9122 or (401) 714-4876 Email: pdfightclubattleboro@yahoo.com Website: PDflightclub.net Newport, RI – PWR!Moves® Parkinson’s Boxing Fusion Class, 1 Casino Terrace, Newport RI 02840 This class combines PWR!Moves® Parkinson’s specific exercises and functional movements with classic boxing training to improve Parkinson’s Symptoms. Classes will offer large amplitude moderate intensity exercise and focus on posture, agility, balance, strength, and cardio training. People with Parkinson’s Disease who are able to walk independently, with or without an assistive device, are invited to take control of their PD symptoms with PWR!Moves® Boxing Fusion! Classes are lead by Kristin Matteson who is PWR!Moves® certified fitness trainer and Jesse Macrae from Newport Boxfit. Classes take place at Newport Boxfit studio every Thursday from 1-2pm. If you have any questions, please email info@NewportBoxfit.com or call 401-743-6183. Visit the website here. North Attleboro, MA – Beauties & Beasts, Beauties & Beasts Rock Steady, 18 Church Street, North Attleboro MA. Certified RSB trainer Dena Paolino. For more information please call 617-201-1868 North Attleboro, MA- Elite Boxing and Fitness, 184 Orne St, North Attleboro MA 02760 Certified RBS trainer Tracey Pierce. For more information please contact Tracey at 401-617-9826 Peace Dale – South County YMCA, 165 Broad Rock Road Peace Dale, RI 02883. Classes are held Tuesdays and Thursdays at two times: 11-12:15 and 12:30-1:45. For more information, please contact Lori Gemma lgemma@gpymca.org or call (401) 783-3900 Smithfield – Manfredo Boxing Sports Fitness, 560 Mineral Spring Ave, Pawtucket, RI 02860 Managing the symptoms of Parkinson’s Disease (PD) through a combination of strategies can help control the condition effectively. Exercise-based interventions can significantly improve physical function and overall quality of life. Box Steady is a program that combines non-contact boxing with functional fitness drills specifically designed to assist with daily living activities. Our kinesthetic-tactile approach fosters self-confidence and promotes effective movement. The program focuses on developing muscle strength and endurance while enhancing flexibility, balance, dexterity, hand-eye coordination, and cognitive flexibility. The exercises are crafted to stimulate the fighter instinct and address the symptoms of TRAP: tremor, rigidity, akinesia, and postural instability. Before participating in the class, a physical assessment is recommended. Please contact Maria Kishfy, RSB Certified, at mariakishfy@gmail.com or call 401-440-8136 to schedule an appointment. Warwick – Parkinson’s Boxing at On The Ropes Boxing & Fitness, 334 Knight, Street Building 30 Join us for Parkinson’s Boxing classes held three days a week—Monday, Wednesday, and Friday at 12:00 PM at On The Ropes Boxing & Fitness. This one-hour class is specifically designed for individuals living with Parkinson’s disease and combines PWR! Moves®, non-contact boxing drills, and functional strength and conditioning exercises to improve strength, balance, coordination, mobility, and confidence. Classes are led by Coach Amy Cham, Co-Owner of On The Ropes and certified in PWR! Moves®, USA Boxing, and AFAA Personal Fitness Training, with Assistant Coach Butch Nappa, ISSA Certified Personal Trainer and Certified Rock Steady Boxing Assistant Coach. No boxing experience is necessary. For more information, contact us at ontheropesri2019@gmail.com, visit ontheropesri.com, or follow us on Instagram @ontheropesri. Westerly – Punch Back at Parkinson’s, Westerly YMCA 95 High Street, Westerly RI 02891 This program designed for individuals with a Parkinson’s Diagnosis to help slow disease progression, improve symptoms, restore function, and increase your quality of life. Exercises will focus overall movement, balance, core strength, posture, and rhythm. Free for members and available to non-members via drop-in day pass. Financial Assistance AvailableLearn more about this new program in Westerly by calling 401-596-2894 *Ocean Community YMCA also offers a 1 day a week Pedaling for Parkinson’s program, Tai Ji Quan, and support group offerings for people with PD & caregivers. Health & Wellness Programs | YMCA Ocean Community Delay the Disease Programming Attleboro YMCA- The Attleboro YMCA now offers a new, life-changing fitness and mobility program expressly designed for people with Parkinson’s disease. Led by a certified instructor, Delay the Disease is an evidence-based fitness program designed to empower those living with Parkinson’s by optimizing their physical function and helping to delay the progression of symptoms, and helping to restore an improved quality of life. Exercise plans are adapted to all stages and levels of the disease. Tuesdays at 11:00 am – Delay the Disease at the Downtown Branch in the Fuller Gym Wednesdays at 11:00 am – Stretch & Mobility at the Downtown Branch in the Fuller Gym and via Zoom: https://us02web.zoom.us/j/85753938636 Thursdays at 11:00 am – Delay the Disease at the Downtown Branch in the Carpenter Gym For more information email Lisa Vecchioli: at lvecchioli@attleboroymca.org Dance Dance For PD, Dance for All People (DAPpers) Dartmouth, MA– Dance for PD- Every Monday 10:30-11:30 a.m. Dartmouth Senior Center, 628 Dartmouth St. Dartmouth. For more information, please contact Rachel at 401-261-7062 or email her at Balaban.Rachel@gmail.com Middletown, RI– DAPpers Dance for All People- Primarily On Zoom– These classes are under the direction of Rachel Balaban, Regional Coordinator for Dance for PD. The class is designed for people with Parkinson’s disease and other movement challenges. No experience is required. Caregivers and partners are welcome. Newport Country YMCA, 792 Valley Rd., Middletown, RI. The cost is set by the YMCA. Classes are currently offered via zoom. For more information, please contact Rachel at 401-261-7062 or email at: Balaban.Rachel@gmail.com New London- Dance For PD- On zoom (and occasionally also in person). Wednesday 10:30-11:45. These classes are under the direction of Rachel Balaban, Regional Coordinator for Dance for PD. The class is designed for people with Parkinson’s disease and other movement challenges. No experience is required. Caregivers and partners are welcome. These classes are sponsored by Neighborhood Music School and are currently offered via zoom. For more information, please contact Rachel at 401-261-7062 or email at: Balaban.Rachel@gmail.com Providence– DAPpers Dance for All People. In Person and on Zoom at Ballet Rhode Island, 825 Hope Street, Every Thursday 10-11:15 am. These classes are under the direction of Rachel Balaban, Regional Coordinator for Dance for PD often assisted by Brown University medical students. The class is designed for people with Parkinson’s disease and other movement and cognitive challenges. No experience is required. Caregivers and partners are welcome. For more information, please contact Rachel at 401-261-7062 or email at: Balaban.Rachel@gmail.com Enhance your physicality — increase coordination and flexibility, strengthen your core, and improve balance while releasing body tension Increase your bodily awareness Grow your support network — feel encouraged as you explore movement and socialize within a safe and comfortable Zoom community Explore your creativity and have fun","Newport, RI, United States","Newport, RI, United States",United States,Community Activity & Exercise Classes in Rhode Island and Southern MA | Boxing Programs | Delay the Disease Programming | Dance | Drum for Parkinson’s | Pedaling For Parkinson’s | PD Pickleball Clinics | Cycling | PWR- Parkinson’s Specific Exercise Classes | Personal Fitness Training (In-Home),,hybrid,true,official_directory_import,0,0,https://www.apdaparkinson.org/community/rhode-island/resources-support-ri/community-activity-exercise-groups/,pdfightclubattleboro@yahoo.com,,APDA Rhode Island,resource-page,American Parkinson Disease Association,"Newport, RI, United States",Newport,RI,02840,https://www.apdaparkinson.org/community/rhode-island/resources-support-ri/community-activity-exercise-groups/,2026-03-28T05:36:55.044Z
apda-community,APDA Community,www.apdaparkinson.org/community/rhode-island/events-ri-2/,rhode-island-2026-magic-of-hope-gala-and-auction-02889,2026 Magic of Hope Gala & Auction,Support Group,"Omni Providence HotelThank you for joining us at the 2nd Annual Rhode Island Magic of Hope Gala & Auction! If you didn’t make it this year, please see the photo album below, and we hope it inspires you to join us in 2027. The donation portal is still open below. Thank you for your generosity and commitment to making an impact for the PD community!","2026 Magic of Hope Gala & Auction Omni Providence HotelThank you for joining us at the 2nd Annual Rhode Island Magic of Hope Gala & Auction! If you didn’t make it this year, please see the photo album below, and we hope it inspires you to join us in 2027. The donation portal is still open below. Thank you for your generosity and commitment to making an impact for the PD community! Parkinson’s Roadmap for Education and Support Services Registration is closed.Program is Tuesdays March 10 – April 28, 2026 The APDA PRESS™ support group will be open to anyone diagnosed within the last 5 years. This 8-week closed group offers people with Parkinson’s and their family members a safe, supportive space to connect with others, share coping strategies, and discuss day-to-day life with PD. Facilitated by Laurie Ann Oliveira, MSW, LICSW, the group also provides education, resources, and connections to local advocacy and services. Session topics include: March 10th, What’s Next After Diagnosis-Laurie Ann Oliveira, MSW March 17th, Medication Management- Dr. Emily Weisbach March 24th, Importance of Exercise-Brandon Theroux-PT, DPT March 31st, Dealing with Physical Symptoms-Dr. Friedman April 7th, Daily Coping and Relationships-Laurie Ann Oliviera, MSW April 14th, Caring for Others, Caring for Yourself-Darlene Horan April 21st, Tips for Daily Living-Tom Hemmendinger April 28th, Building Your Healthcare Team-Geena Goyette-MS, CCC-SLP 2026 Rhode Island Optimism Walk & 5K Fun Run for Parkinson’s SAVE THE DATE for our Optimism Walk & 5K Fun Run for Parkinson’s! This Optimism Walk & 5K Fun Run at Warwick City Park is a day of community and raising support for families in Rhode Island impacted by Parkinson’s disease. It is the largest PD community event in our state, offering resources and opportunities to connect, learn about programs & resources, and grow our supportive community. This event additionally includes raffles, music, catered lunch, and more! Your support enables us to expand programs and services across Rhode Island, empowering more individuals affected by Parkinson’s to live their lives to the fullest. Additionally, donations fund groundbreaking research dedicated to developing improved treatments and, ultimately, finding a cure. When & Where?Saturday, September 26, 2026Warwick City Park | Steven O’Connor Blvd, Warwick, RI 02889Check-in: 9:30 am5k Fun Run: 10:30 amCeremony and Walk: 11:30 am 2026 Driving Away Parkinson’s Golf Tournament Join us on Monday, June 1, 2026, at Quidnessett Country Club in North Kingstown, RI, for the Annual Driving Away Parkinson’s Golf Tournament. This cherished event brings together the local Parkinson’s community and their supporters for a beautiful day on the bay filled with golf, camaraderie, and community spirit—all to support the mission of our chapter. Whether you’re a seasoned golfer or new to the game, it’s a perfect opportunity to gather friends and enjoy a fun scramble format, delicious lunch, raffles, silent auction, and an awards dinner. Funds raised will directly benefit local programs and resources, including support groups, exercise initiatives, educational efforts, and research working toward a cure.","Warwick, RI, United States","Warwick, RI, United States",United States,2026 Magic of Hope Gala & Auction | Parkinson’s Roadmap for Education and Support Services | 2026 Rhode Island Optimism Walk & 5K Fun Run for Parkinson’s | 2026 Driving Away Parkinson’s Golf Tournament | Support Group | Parkinson's Care,,in-person,true,official_directory_import,0,0,https://www.apdaparkinson.org/community/rhode-island/events-ri-2/,,,APDA Rhode Island,resource-page,American Parkinson Disease Association,"Warwick, RI, United States",Warwick,RI,02889,https://www.apdaparkinson.org/community/rhode-island/events-ri-2/,2026-03-28T05:36:55.044Z
apda-community,APDA Community,www.apdaparkinson.org/community/vermont/resources-support-vt/,vermont-information-and-resources-support-groups,Information & Resources,Support Group,Imported from APDA Vermont community resources.,"Information & Resources SMART PATIENTS A Parkinson’s Disease Community In partnership with the American Parkinson Disease Association Support Groups Find a sense of community by joining a support group near you. APDA has several Parkinson’s support groups throughout the state of Vermont. Financial Hardship Fund The APDA Vermont Chapter has a limited amount of funds available to assist people with Parkinson’s disease (PWP) who are experiencing financial hardship. This fund is intended to help improve PWP’s quality of life. To be considered for an award, the applicant must have a diagnosis of PD/Parkinsonism; be experiencing financial difficulties; understand that this award is not intended as an ongoing support fund; complete a post-experience survey; reside in the community, not in a rehabilitation center, long-term care, or skilled nursing facility; and understand that the payment may take at least 30 days to process after the application is approved. (A detailed list of the eligibility guidelines is on the application.) Awards are made on a first-come basis and are subject to the approval of an application and the availability of funds. The fund is subject to change or discontinuation with limited notice. If you have any questions or need assistance exploring additional community resources, contact The APDA VT Chapter program director, at 800-651-8466 or apdavermont@apdaparkinson.org for more information.","Vermont, United States","Vermont, United States",United States,Information & Resources | SMART PATIENTS | Support Groups | Financial Hardship Fund | Helpful Links | At-Home Activities | Get in touch with us for more resources! | Support Group | Parkinson's Care,,in-person,true,official_directory_import,0,0,https://www.apdaparkinson.org/community/vermont/resources-support-vt/,apdavermont@apdaparkinson.org,800-651-8466,APDA Vermont,support-groups,American Parkinson Disease Association,"Vermont, United States",,Vermont,,https://www.apdaparkinson.org/community/vermont/resources-support-vt/,2026-03-28T05:36:55.045Z
apda-community,APDA Community,www.apdaparkinson.org/community/vermont/resources-support-vt/support-groups/,vermont-parkinson-s-support-groups-in-vermont-05478,Parkinson’s Support Groups in Vermont,Support Group,"The Young Onset Parkinson’s Virtual Support Group1st Thursday of each monthClick for FlyerIf interested in joining the group and to register, please contact:Vicky Chan at vchan@apdaparkinson.org Burlington, 3rd Wednesday, 12:00-1:30This group will meet via Zoom for the foreseeable future. Please contact the facilitator for further details.Fletcher Free Library, 235 College Street, BurlingtonContact: Jennifer Pader, LMSW, (917) 658-6309, westsidetherapy350@gmail.com(Email is preferred method of contact.) Brattleboro, 2nd Saturday, 10:00-11:30This group is currently meeting in person for socially-distanced, outdoor meetings. Please contact the facilitator for further details.Brattleboro Memorial Hospital – Main Board RoomContact: Diane Nichols, (603) 756-3089, diane.nichols53@gmail.com Rutland – “The Fighters”, 1st Monday, 4:00-5:00This group will meet via Zoom for the foreseeable future. Please contact the facilitator for further details.Godnick Center1 Deer Street, RutlandContact: Lee Accavallo, (802) 353-8838, lee@royalvt.com St. Albans, Monthly Tuesdays, 10:00 – 11:30This group will meet in-person. Please contact the facilitator for further details.Pillsbury Homestead64 Harbor View DriveSaint Albans, VT 05478Contact: Jarrig Visser, 847-308-0679 St. Johnsbury, 3rd Friday, 10:30-12:00This group will meet via Zoom for the foreseeable future. Please contact the facilitator for further details.Northeastern Vermont Regional HospitalContact: Brendan Hadash, (802) 748-8074, bhadash@sover.net New York: Potsdam, 3rd Wednesday, 2:00This group will meet via Zoom for the foreseeable future. Please contact the facilitator for further details.Clarkson University, Clarkson Hall, 59 Main St., Potsdam – follow signs to the roomContact: Rebecca Martin, (315) 268-1652, rmartin@clarkson.edu Montpelier: 2nd Tuesdays of the Month from 2-3pmParkinson’s Mutual Aid GroupFor individuals and caregivers dealing with the challenges of Parkinson’s, we meet to share resources and practical ideas for improving quality of life. This in-person group is free and open to the public.The Old Meeting House, 1620 Center Road, MontpelierContact: admin@oldmeetinghouse.org, 802-229-9593","Parkinson’s Support Groups in Vermont The Young Onset Parkinson’s Virtual Support Group1st Thursday of each monthClick for FlyerIf interested in joining the group and to register, please contact:Vicky Chan at vchan@apdaparkinson.org Burlington, 3rd Wednesday, 12:00-1:30This group will meet via Zoom for the foreseeable future. Please contact the facilitator for further details.Fletcher Free Library, 235 College Street, BurlingtonContact: Jennifer Pader, LMSW, (917) 658-6309, westsidetherapy350@gmail.com(Email is preferred method of contact.) Brattleboro, 2nd Saturday, 10:00-11:30This group is currently meeting in person for socially-distanced, outdoor meetings. Please contact the facilitator for further details.Brattleboro Memorial Hospital – Main Board RoomContact: Diane Nichols, (603) 756-3089, diane.nichols53@gmail.com Rutland – “The Fighters”, 1st Monday, 4:00-5:00This group will meet via Zoom for the foreseeable future. Please contact the facilitator for further details.Godnick Center1 Deer Street, RutlandContact: Lee Accavallo, (802) 353-8838, lee@royalvt.com St. Albans, Monthly Tuesdays, 10:00 – 11:30This group will meet in-person. Please contact the facilitator for further details.Pillsbury Homestead64 Harbor View DriveSaint Albans, VT 05478Contact: Jarrig Visser, 847-308-0679 St. Johnsbury, 3rd Friday, 10:30-12:00This group will meet via Zoom for the foreseeable future. Please contact the facilitator for further details.Northeastern Vermont Regional HospitalContact: Brendan Hadash, (802) 748-8074, bhadash@sover.net New York: Potsdam, 3rd Wednesday, 2:00This group will meet via Zoom for the foreseeable future. Please contact the facilitator for further details.Clarkson University, Clarkson Hall, 59 Main St., Potsdam – follow signs to the roomContact: Rebecca Martin, (315) 268-1652, rmartin@clarkson.edu Montpelier: 2nd Tuesdays of the Month from 2-3pmParkinson’s Mutual Aid GroupFor individuals and caregivers dealing with the challenges of Parkinson’s, we meet to share resources and practical ideas for improving quality of life. This in-person group is free and open to the public.The Old Meeting House, 1620 Center Road, MontpelierContact: admin@oldmeetinghouse.org, 802-229-9593","Saint Albans, VT, United States","Saint Albans, VT, United States",United States,Parkinson’s Support Groups in Vermont | Support Group | Parkinson's Care,,hybrid,true,official_directory_import,0,0,https://www.apdaparkinson.org/community/vermont/resources-support-vt/support-groups/,vchan@apdaparkinson.org,,APDA Vermont,support-groups,American Parkinson Disease Association,"Saint Albans, VT, United States",Saint Albans,VT,05478,https://www.apdaparkinson.org/community/vermont/resources-support-vt/support-groups/,2026-03-28T05:36:55.045Z
